"Site ID","Site Name",Province,Munciple,Locality,"Latitude ","Longitude ","Site Code",Vendor,"Responsible Area",Priority,"Priority Comment","Element Type",Model,MSC,MGW,BSC,RNC,Phase,"Service Date",Stage,"Sub Stage","Start Date",End_Date,"Created Date"
3,"Kapolo Utanga",Luanda,,,,,"N / D",,,,,BTS,"BTS 6102",Cabolombo,"Luanda MGW1","Luanda BSC1",,,2020-02-13,"On Air","On Air",2020-02-13,0000-00-00,"2020-02-13 13:56:54"
4,"Mbonde Chapeu",Luanda,Belas,,,,"N / D",,NOC,,,BTS,"BTS 6102","Luanda MSCe","Luanda MGW1","Luanda BSC1",,PH1,2020-02-13,"On Air","On Air",2020-02-13,0000-00-00,"2020-02-13 16:36:30"
12,"Vista da lagoa",Luanda,,,-9.908953,13.3754804,PRO,,,,,,,,,,,,0000-00-00,,,0000-00-00,0000-00-00,"2020-02-14 14:35:08"
14,"Benfica Ponte",Luanda,,,,,MLM,ZTE,,,,,,,,,,,0000-00-00,,,0000-00-00,0000-00-00,"2020-02-14 14:40:54"
15,"Prenda PrÃ©dio Cooper",Luanda,,,,,"N / D",ZTE,,,,,,,,,,,0000-00-00,,,0000-00-00,0000-00-00,"2020-02-14 14:57:05"
20,"Utanga Pantanal",Luanda,,,,,SUS,ZTE,,,,,,,,,,,0000-00-00,,,0000-00-00,0000-00-00,"2020-02-14 15:03:23"
21,"Calemba 2",Luanda,,,,,KK,ZTE,,,,,,,,,,,0000-00-00,,,0000-00-00,0000-00-00,"2020-02-14 15:07:15"
22,"Kwanza Centro",Luanda,,,,,LGGH,ZTE,,,,,,,,,,,0000-00-00,,,0000-00-00,0000-00-00,"2020-02-14 15:14:16"
23,"Mulenvos Maulo",Luanda,,,,,MOP,ZTE,,,,,,,,,,,0000-00-00,,,0000-00-00,0000-00-00,"2020-02-14 15:15:06"
26,Kinaxixi,Luanda,,,,,"N / D",ZTE,,,,,,,,,,,0000-00-00,,,0000-00-00,0000-00-00,"2020-02-14 11:12:35"
28,"Caop B Cima",Luanda,,,,,"N / D",ZTE,,,,,,,,,,,0000-00-00,,,0000-00-00,0000-00-00,"2020-02-14 11:14:28"
29,"Mulenvos 4 Imbondeir",Luanda,,,,,"N / D",ZTE,,,,,,,,,,,0000-00-00,,,0000-00-00,0000-00-00,"2020-02-14 11:15:24"
30,"Palanca Rua J",Luanda,,,,,"N / D",ZTE,,,,,,,,,,,0000-00-00,,,0000-00-00,0000-00-00,"2020-02-14 11:16:04"
35,"Viana Caluck",Luanda,,,,,"N / D",ZTE,,,,,,,,,,,0000-00-00,,,0000-00-00,0000-00-00,"2020-02-14 11:19:36"
37,Ramiro,Luanda,,,,,"N / D",ZTE,,,,,,,,,,,0000-00-00,,,0000-00-00,0000-00-00,"2020-02-14 11:22:35"
39,"PraÃ§a SÃ£o Paulo",Luanda,,,,,Yht,ZTE,,,,,,,,,,,0000-00-00,,,0000-00-00,0000-00-00,"2020-02-14 11:42:36"
40,"Cacuaco Centro Cultural",Luanda,Cacuaco,,13.387361,-8.795916,"N / D",,NOC,,,BTS,"BTS 6102",Talatona,"Luanda MGW1","Talatona BSC",,PH1,2020-02-14,"On Air","On Air",2020-02-14,0000-00-00,"2020-02-14 13:20:21"
42,"1 de Junho",Luanda,Cazenga,,-8.820190,13.313340,673,,,,,BTS,"BTS 6102",Cabolombo,"Luanda MGW1","Cobalombo BSC",,PH1,2020-02-14,"On Air","On Air",2020-02-14,0000-00-00,"2020-02-14 16:16:54"
43,"11 de Novembro",Luanda,Cazenga,Cazenga,-8.804470,13.303100,0uyt,,NOC,,,BTS,"BTS 6102",Cabolombo,"Luanda MGW1","Cobalombo BSC",,PH1,2020-02-14,"On Air","On Air",2020-02-14,0000-00-00,"2020-02-14 16:19:52"
44,Aeroporto,Luanda,,,-8.8478055,13.227805,site_y,,NOC,,,BTS,"BTS 6102",Cabolombo,"Luanda MGW1","Cobalombo BSC",,PH1,2020-02-14,"On Air","On Air",2020-02-14,0000-00-00,"2020-02-14 16:23:39"
45,"Aeroporto 4 de Fevereiro Indoor",Luanda,,,-8.848117,13.234776,333,,NOC,,,BTS,"BTS 6102",Cabolombo,"Luanda MGW1","Cobalombo BSC",,PH1,2020-02-14,"On Air","On Air",2020-02-14,0000-00-00,"2020-02-14 16:28:38"
46,"Aeroporto 4 de Fevereiro Outdoor",Luanda,,,-8.848048,13.234941,0div,,NOC,,,BTS,"BTS 6102",Cabolombo,"Luanda MGW1","Cobalombo BSC",,PH1,2020-02-14,"On Air","On Air",2020-02-14,0000-00-00,"2020-02-14 16:30:47"
47,"Aeroporto Norte",Luanda,Luanda,Cassequel,-8.841610,13.242900,tyu,,NOC,,,BTS,"BTS 6102",Cabolombo,"Luanda MGW1","Cobalombo BSC",,PH1,2020-02-14,"On Air","On Air",2020-02-14,0000-00-00,"2020-02-14 16:32:48"
48,"Aeroporto Sul",Luanda,Luanda,Cassequel,-8.856389,13.243055,0466,,NOC,,"2 Dependentes",BTS,"BTS 6102",Cabolombo,"Luanda MGW1","Cobalombo BSC",,PH1,2020-02-14,"On Air","On Air",2020-02-14,0000-00-00,"2020-02-14 16:35:37"
49,Alameda,Luanda,Luanda,,-8.8161388,13.249805,0,ERICSON,NOC,Medium,,BTS,"BTS 6102",Cabolombo,"Luanda MGW1","Cobalombo BSC",,PH1,2020-02-14,"On Air","On Air",2020-02-14,0000-00-00,"2020-02-14 16:37:54"
73,"Viana KM 14",Luanda,,,13.345100,-8.888970,"N / D",,NOC,,,GreenField,"BTS 6102",Cabolombo,"Luanda MGW1","Cobalombo BSC",LUCRNC1,PH1,2020-02-19,"On Air","On Air",2020-02-19,0000-00-00,"2020-02-19 10:32:26"
74,"Cacuaco Nova UrbanizaÃ§Ã£o",Luanda,Viana,,130392276,-8.784282,"N / D",,NOC,,,GreenField,"BTS 6102",Talatona,"Luanda MGW1","Talatona BSC",LUTRNC1,PH1,2020-02-19,"On Air","On Air",2020-02-19,0000-00-00,"2020-02-19 13:24:13"
75,"Cacuaco Sul",Luanda,Cacuaco,,13.304720,-8.934167,"N / D",,NOC,,,GreenField,"BTS 6102",Talatona,"Luanda MGW1","Talatona BSC",LUTRNC1,PH1,2020-02-20,"On Air","On Air",2020-02-20,0000-00-00,"2020-02-20 08:02:15"
80,Banco,Luanda,,,-8812108,13237432,40,,"GRTSS BTS",,,BTS,"RBS 6601","Luanda MSCe","Luanda MGW1","Luanda iBSC",LUTRNC1,PH1,2020-02-18,"On Air","On Air",2020-02-20,2020-02-20,"2020-02-20 14:45:19"
99,"Bita Tanque Serra",Luanda,,,-9.042228,13.169124,659,ERICSON,"GRTSS BTS",Alto,,GreenField,RBS6101,"Luanda MSCe","Luanda MGW1","Luanda iBSC",LUCRNC1,PH1,2020-02-23,"On Air","On Air",2020-02-23,2020-02-23,"2020-02-23 05:58:39"
100,Kinanga,Luanda,Luanda,,-8.987070,13153480,516,ERICSON,,,,BTS,RBS6101,"Luanda MSCe","Luanda MGW1","Luanda iBSC",LUCRNC1,,2020-02-22,"On Air","On Air",2020-02-23,2020-02-23,"2020-02-23 06:16:31"
104,Mabor,Luanda,Luanda,,,,161,ERICSON,NOC,Alto,,BTS,,Cabolombo,"Luanda MGW1","Luanda iBSC",LUTRNC1,,2020-02-26,"On Air",,2020-02-26,2020-02-26,"2020-02-26 10:31:27"
109,"Zango Boa EsperanÃ§a",Luanda,Viana,,-9022861,13370139,N/D,,"GRTSS BTS",,,BTS,RBS6101,"Luanda MSCe","Luanda MGW1","Luanda BSC3",LURNC02,PH1,2020-02-25,"On Air","On Air",2020-02-26,2020-02-26,"2020-02-26 14:37:43"
110,"kilamba via expresso",Luanda,Luanda,,,,145,ERICSON,NOC,Alto,,BTS,RBS6101,Talatona,"Luanda MGW1","Talatona BSC",,,2020-02-26,,,0000-00-00,0000-00-00,"2020-02-26 14:40:19"
111,Jumbo,Luanda,Luanda,"Terra Nova",-8.830583,13.250528,LD130,ERICSON,NOC,Alto,,GreenField,,Talatona,"Luanda MGW1","Talatona BSC",,PH1,2020-02-27,"On Air","On Air",2020-02-27,0000-00-00,"2020-02-27 14:24:06"
112,"Bita Progresso",Luanda,Belas,,,,BL315,ERICSON,NOC,Alta,,,,,,,,,2020-02-28,,,0000-00-00,0000-00-00,"2020-02-28 12:07:51"
114,cassequel,Luanda,cassequel,,,,079,ERICSON,NOC,Alta,,BTS,,"Luanda MSCe","Luanda MGW1",,LUTRNC1,,2020-02-28,,,0000-00-00,0000-00-00,"2020-02-28 12:15:15"
117,"Caop Velho",Luanda,Cacuaco,,-8777527,13.458,CA074,ERICSON,"GRTSS BTS",Alta,,BTS,"RBS 6601","Luanda MSCe","Luanda MGW1","Luanda BSC2",LUTRNC1,PH1,2020-02-28,"On Air","On Air",2020-02-28,2020-02-28,"2020-02-28 12:37:57"
119,"praia do bispo",Luanda,Luanda,,,,219,ERICSON,NOC,Alta,,BTS,,"Luanda MSCe","Luanda MGW1","Talatona BSC",LUTRNC1,,0000-00-00,,,0000-00-00,2020-02-28,"2020-02-28 12:42:06"
128,Unimetro,Luanda,Luanda,Luanda,-8.89417,13.20034,BL419,Ericsson,"GRTSS BTS",Alta,,BTS,RBS6101,LUBSC05,"Luanda MGW1","Luanda BSC1",LUTRNC1,PH1,0000-00-00,,,0000-00-00,0000-00-00,"2020-02-28 13:38:18"
135,"Costa do Sol",Luanda,Belas,"Futungo de Belas",-8882638,13.180444,BL103,Ericsson,,MÃ©dio,,GreenField,"RBS 6601",Talatona,"Luanda MGW1","Talatona BSC",LUCRNC1,PH1,2020-02-28,"On Air","On Air",2020-02-28,0000-00-00,"2020-02-28 14:25:16"
137,"Praca do Sao Paulo",Luanda,Luanda,Luanda,-8.816679,13.255176,LD217,Ericsson,NOC,Alta,,GreenField,RBS6101,"Luanda MSCe","Luanda MGW1","Luanda BSC1",,PH1,2020-02-28,"On Air","On Air",2020-02-28,0000-00-00,"2020-02-28 14:57:06"
138,"Palanca Rua J",Luanda,Luanda,,-8.846527,13.277.555,LD208,Ericsson,"GRTSS BTS",Alta,,GreenField,RBS6101,"Luanda MSCe","Luanda MGW1","Luanda BSC1",LUTRNC1,,0000-00-00,,,0000-00-00,0000-00-00,"2020-02-28 15:20:39"
143,Mazozo,Luanda,"Icolo e Bengo","Bom Jesus",-9.101081,13617763,CB384,Ericsson,NOC,Baixa,,GreenField,"RBS 6601",LUBSC05,"Luanda MGW1","Luanda BSC1",LUCRNC1,PH1,2020-02-28,"On Air","On Air",2020-02-28,2020-02-29,"2020-02-28 17:46:19"
145,Camama,Luanda,Belas,Camama,-8.92475,13.256056,BL058,Ericsson,NOC,MÃ©dio,,GreenField,RBS6101,Cabolombo,"Luanda MGW1","Cobalombo BSC",LUCRNC1,PH1,0000-00-00,"On Air","On Air",0000-00-00,0000-00-00,"2020-02-28 20:41:13"
146,"Palanca 1",Luanda,Luanda,Palanca,-8.85155,13.28128,LD392,Ericsson,NOC,Baixa,,GreenField,"RBS 6601",Talatona,"Luanda MGW1","Talatona BSC",LUTRNC1,PH1,0000-00-00,"On Air","On Air",0000-00-00,0000-00-00,"2020-02-28 21:22:55"
148,"Viana Grafanil",Luanda,Viana,Viana,-8.87921,13.315792,VA261,Ericsson,"GRTSS BTS",Alta,,BTS,RBS6101,"Luanda MSCe","Luanda MGW1",LUTBSC2,LUCRNC1,PH1,2020-02-28,"On Air","On Air",2020-02-29,2020-02-29,"2020-02-29 04:45:36"
156,Cazenga_Norte,Luanda,Cazenga,Cazenga,-8.796524,13.326972,CZ088,Ericsson,NOC,Baixa,,GreenField,RBS6101,Talatona,"Luanda MGW1","Talatona BSC",LUCRNC1,PH1,0000-00-00,"On Air","On Air",0000-00-00,0000-00-00,"2020-02-29 15:47:33"
178,Alvalade,Luanda,Luanda,Maianga,-8.83083,13.24024,LD009,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:27:50"
180,"Amilcar Cabral",Luanda,Luanda,Maianga,-8.823955,13.228227,LD010,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:27:50"
181,"Amilcar Cabral Outdoor",Luanda,Luanda,Maianga,-8.823955,13.228227,LD011,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:27:50"
182,"Angola Telecom",Luanda,Luanda,Ingombota,-8.804303,13.243432,LD012,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:27:50"
184,"Armazem Cabolombo",Luanda,Belas,"Benfica e Mussulo",-8.98105,13.19923,BL013,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:27:51"
186,"Assembleia Nacional 1",Luanda,Luanda,"Praia do Bispo",-8.82268,13.22413,LD464,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:27:51"
187,"Assembleia Nacional 2",Luanda,Luanda,"Praia do Bispo",-8.82268,13.22413,LD465,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:27:51"
188,"Assembleia Nacional 3",Luanda,Luanda,"Praia do Bispo",-8.82268,13.22413,LD466,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:27:51"
190,Austin,Luanda,Belas,Camama,-8.9541,13.24235,BL303,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:27:51"
191,Autodromo,Luanda,Belas,"Benfica e Mussulo",-9.0106,13.087087,BL014,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:27:52"
192,"Autodromo 1",Luanda,Belas,"Benfica e Mussulo",-9.015194,13.098277,BL015,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:27:52"
193,"Autodromo floresta",Luanda,Belas,"Benfica e Mussulo",-9.00225,13.09575,BL016,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:27:52"
202,"Bairro dos Ossos",Luanda,Luanda,Sambizanga,-8.79695,13.28754,LD448,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:27:53"
203,"Bairro Fofoca",Luanda,Belas,Camama,-8.894569,13.300811,VA017,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:27:53"
204,"Bairro Iraque",Luanda,Belas,"Vila Estoril",-8.91892,13.2385,BL304,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:27:54"
208,"Bairro popular 2",Luanda,Luanda,"Neves Bendinha",-8.8390662,13.25971,LD306,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:27:54"
212,"Barra do Kwanza",Luanda,,"Cabo Ledo",-9.395556,13.181667,QA020,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:27:55"
213,BBP,Luanda,Belas,Talatona,-8.92144,13.18899,BL288,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:27:55"
214,"BBP Indoor",Luanda,Belas,Talatona,-8.92144,13.18899,BL021,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:27:55"
215,"BCA 7 AV",Luanda,Cazenga,Cazenga,-8.85418,13.303111,CZ022,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:27:55"
219,"Bem Morar",Luanda,Belas,"Bem Morar",-8.946085,13.226149,BL307,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:27:56"
220,Benfica,Luanda,Belas,"Benfica e Mussulo",-8.944,13.162,BL023,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:27:56"
221,"Benfica 3",Luanda,Belas,,-8.94936,13.1819,BL024,,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:27:56"
222,"Benfica Altatrade",Luanda,Belas,"Benfica e Mussulo",-8.961,13.1472,BL309,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:27:56"
223,"Benfica Benvindo",Luanda,Belas,"Benfica e Mussulo",-8.96868,13.1915,BL310,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:27:56"
224,"Benfica Chinguar",Luanda,Belas,"Benfica e Mussulo",-8.96337,13.16529,BL311,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:27:56"
225,"Benfica Matador",Luanda,Belas,"Benfica e Mussulo",-8.978083,13.122521,BL312,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:27:56"
226,"Benfica Mundial ",Luanda,Belas,"Benfica e Mussulo",-9.016621,13.143666,BL313,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:27:57"
227,"Benfica Mundial 2",Luanda,Belas,"Benfica e Mussulo",-9.007333,13.117231,BL025,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:27:57"
228,"Benfica Mundial 3",Luanda,Belas,"Benfica e Mussulo",-9.033944,13.112417,BL314,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:27:57"
229,"Benfica Sul",Luanda,Belas,"Benfica e Mussulo",-8.969444,13.13889,BL027,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:27:57"
230,"Benfica Viana",Luanda,Belas,"Benfica e Mussulo",-9.02053,13.30731,BL028,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:27:57"
240,BESA,Luanda,Luanda,Ingombota,-8.817244,13.229448,LD302,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:27:58"
244,Bita,Luanda,Belas,Bita,-9.020972,13.336278,BL029,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:27:59"
245,"Bita Cacate",Luanda,Belas,Camama,-9.059916,13.293472,BL316,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:27:59"
246,"Bita Mutamba",Luanda,Belas,Camama,-8.99478,13.32125,BL317,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:27:59"
247,"Bita Quenguela",Luanda,Belas,"Benfica e Mussulo",-9.062528,13.206778,BL030,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:27:59"
248,"Bita Santa Marta",Luanda,Belas,"Benfica e Mussulo",-9.057194,13.195666,BL031,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:27:59"
249,"Bita Sao Jose",Luanda,Viana,"Bita Sapu II",-8.961631,13.314831,VA032,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:28:00"
250,"Bita Tanque",Luanda,Belas,Bita,-9.100311,13.283819,BL033,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:28:00"
251,"Bita Vila Flor",Luanda,Belas,Bita,-8.979564,13.292537,VA035,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:28:00"
252,"Bita Vila Flor 1",Luanda,Belas,Camama,-8.98555,13.30673,BL318,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:28:00"
255,"Bom Jesus",Luanda,"Icolo e Bengo","Bom Jesus",-9.166667,13.563333,VA036,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:28:00"
256,"Bom Jesus 1",Luanda,"Icolo e Bengo","Bom Jesus",-9.05948,13.57131,1105,NA,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:28:00"
257,"Bom Jesus Estrada",Luanda,"Icolo e Bengo","Bom Jesus",-9.079214,13.563131,VA037,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:28:00"
264,Bungo,Luanda,Luanda,Maculusso,-8.80948,13.24222,LD038,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:28:01"
265,"Cacuaco B1_37",Luanda,Cacuaco,Cacuaco,-8.879832,13.484617,CA298,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:28:01"
